customer_id,new_customer_name (populate distinct names from any open dataset),created_at,gender,state,tier
256605777046,,2019-03-19 15:37:22 +0530,Male,Maharashtra,Blue Member
240968898663,,2019-03-19 15:37:22 +0530,Male,Maharashtra,Blue Member
253538610862,,2019-03-19 15:37:22 +0530,Male,Maharashtra,Blue Member
243657073811,,2019-03-19 15:37:22 +0530,Male,Maharashtra,Blue Member
259232168932,,2019-03-19 15:37:22 +0530,Male,Maharashtra,Blue Member
256940345409,,2019-03-19 15:37:22 +0530,Male,Maharashtra,Blue Member
256604970883,,2019-03-19 15:37:22 +0530,Male,Maharashtra,Blue Member
256954174319,,2019-03-19 15:37:22 +0530,Male,Maharashtra,Blue Member
256622493374,,2019-03-19 15:37:22 +0530,Male,Maharashtra,Blue Member
211600541340,,2019-03-19 15:37:22 +0530,Female,Maharashtra,Blue Member
260969027550,,2019-03-19 15:37:23 +0530,Male,,Blue Member
235275176053,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
255117842189,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
256601559977,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
259226604575,,2019-03-19 15:37:23 +0530,Female,Maharashtra,Blue Member
258478421724,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
256583467853,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
200318362550,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
253513886447,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
239536306832,,2019-03-19 15:37:23 +0530,,Maharashtra,Blue Member
256601640667,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Silver Member
259219473567,,2019-03-19 15:37:23 +0530,Female,Maharashtra,Blue Member
253524393347,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
252540308856,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
256609806762,,2019-03-19 15:37:23 +0530,Female,Maharashtra,Blue Member
256583988415,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
256606214070,,2019-03-19 15:37:23 +0530,Female,Maharashtra,Blue Member
259227114789,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
256624876273,,2019-03-19 15:37:23 +0530,Female,Maharashtra,Platinum Member
257832383186,,2019-03-19 15:37:23 +0530,Female,Maharashtra,Silver Member
260980314168,,2019-03-19 15:37:23 +0530,Female,Maharashtra,Blue Member
235292499433,,2019-03-19 15:37:23 +0530,Female,Maharashtra,Blue Member
256602929268,,2019-03-19 15:37:23 +0530,Female,Maharashtra,Blue Member
259493679984,,2019-03-19 15:37:23 +0530,Male,Maharashtra,Blue Member
257832838214,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
256632331893,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
256596659897,,2019-03-19 15:37:24 +0530,Female,Maharashtra,Blue Member
259471018898,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
212411292920,,2019-03-19 15:37:24 +0530,Male,Kerala,Blue Member
259219765439,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
255197908507,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
259234146659,,2019-03-19 15:37:24 +0530,Female,Maharashtra,Blue Member
260965294200,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
243531824411,,2019-03-19 15:37:24 +0530,Female,Maharashtra,Blue Member
260449298322,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
257831710495,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
202197016422,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
224736804618,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
255373804169,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
259476903505,,2019-03-19 15:37:24 +0530,Female,Maharashtra,Gold Member
255207440548,,2019-03-19 15:37:24 +0530,Female,Maharashtra,Blue Member
234543060147,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
256588942950,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
256600337485,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
259220547719,,2019-03-19 15:37:24 +0530,Female,Maharashtra,Blue Member
211577002417,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
190838366749,,2019-03-19 15:37:24 +0530,Male,Maharashtra,Blue Member
256632706101,,2019-03-19 15:37:24 +0530,,Maharashtra,Blue Member
256602273561,,2019-03-19 15:37:25 +0530,Male,Maharashtra,Blue Member
256600324211,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
255264493887,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
256961578072,,2019-03-19 15:37:25 +0530,Male,Maharashtra,Blue Member
256619215365,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
243591601307,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
256959702931,,2019-03-19 15:37:25 +0530,Male,Maharashtra,Blue Member
256574686971,,2019-03-19 15:37:25 +0530,Male,Maharashtra,Blue Member
205781489974,,2019-03-19 15:37:25 +0530,Male,Maharashtra,Blue Member
256597506274,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
260978733068,,2019-03-19 15:37:25 +0530,Male,Maharashtra,Blue Member
239552563403,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
239539306713,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
256612970922,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
256936441247,,2019-03-19 15:37:25 +0530,Male,Maharashtra,Blue Member
258493082849,,2019-03-19 15:37:25 +0530,,,Blue Member
256945530881,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
255263977454,,2019-03-19 15:37:25 +0530,Male,,Blue Member
260961198610,,2019-03-19 15:37:25 +0530,Male,Maharashtra,Blue Member
256580338890,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
257832924573,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
239557008325,,2019-03-19 15:37:25 +0530,Male,Maharashtra,Blue Member
259494986589,,2019-03-19 15:37:25 +0530,Male,Maharashtra,Blue Member
256617605940,,2019-03-19 15:37:25 +0530,Female,Maharashtra,Blue Member
232015629077,,2019-03-19 15:37:26 +0530,Female,Maharashtra,Blue Member
260439256851,,2019-03-19 15:37:26 +0530,Female,Maharashtra,Blue Member
256625026259,,2019-03-19 15:37:26 +0530,Male,Maharashtra,Blue Member
256577058164,,2019-03-19 15:37:26 +0530,Female,Maharashtra,Silver Member
255275574105,,2019-03-19 15:37:26 +0530,Female,Maharashtra,Blue Member
256611757915,,2019-03-19 15:37:26 +0530,Female,,Platinum Member
257128251256,,2019-03-19 15:37:26 +0530,Male,,Blue Member
251363649923,,2019-03-19 15:37:26 +0530,Female,Maharashtra,Blue Member
243587315778,,2019-03-19 15:37:26 +0530,Male,Maharashtra,Blue Member
251360478081,,2019-03-19 15:37:26 +0530,Female,Maharashtra,Blue Member
258493260794,,2019-03-19 15:37:26 +0530,Male,Maharashtra,Blue Member
243532239042,,2019-03-19 15:37:26 +0530,,Maharashtra,Blue Member
224723133141,,2019-03-19 15:37:26 +0530,Male,Chhattisgarh,Blue Member
256604058632,,2019-03-19 15:37:26 +0530,Male,Maharashtra,Blue Member
184086398841,,2019-03-19 15:37:26 +0530,,Maharashtra,Blue Member
256610457477,,2019-03-19 15:37:26 +0530,Male,Maharashtra,Blue Member
256955126993,,2019-03-19 15:37:26 +0530,Female,Maharashtra,Blue Member
256621409083,,2019-03-19 15:37:26 +0530,Male,Maharashtra,Silver Member
256943714585,,2019-03-19 15:37:26 +0530,Male,Maharashtra,Blue Member
256607306382,,2019-03-19 15:37:26 +0530,Male,Maharashtra,Blue Member
250693232513,,2019-03-19 15:37:26 +0530,Male,Maharashtra,Blue Member
256613797310,,2019-03-19 15:37:26 +0530,Female,Maharashtra,Silver Member
256614996389,,2019-03-19 15:37:26 +0530,Male,Maharashtra,Blue Member
256583297642,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Silver Member
259476885031,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Blue Member
256619599685,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Blue Member
255378708457,,2019-03-19 15:37:27 +0530,Male,,Blue Member
256571784947,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Blue Member
256602470765,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Gold Member
256959312888,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Gold Member
256592204523,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
256632637013,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Gold Member
256938177246,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Blue Member
256607402332,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Blue Member
256618054958,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Blue Member
256574605419,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
243541732332,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
256614083302,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
257922296333,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
255288632468,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
200323881859,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Blue Member
258503486482,,2019-03-19 15:37:27 +0530,Male,Maharashtra,Blue Member
257881905807,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
226161423349,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
259212113687,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
256577322233,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
256873678032,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
260961424112,,2019-03-19 15:37:27 +0530,Female,Maharashtra,Blue Member
260962970276,,2019-03-19 15:37:28 +0530,Female,Maharashtra,Blue Member
258481202792,,2019-03-19 15:37:28 +0530,Male,,Blue Member
255264011057,,2019-03-19 15:37:28 +0530,Female,Maharashtra,Blue Member
249607276403,,2019-03-19 15:37:28 +0530,Female,Maharashtra,Blue Member
243613898140,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
257850588610,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
256612372205,,2019-03-19 15:37:28 +0530,Female,Maharashtra,Blue Member
256619788396,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
256611660294,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
253435630207,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
188355502825,,2019-03-19 15:37:28 +0530,Female,Maharashtra,Blue Member
259482244634,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Silver Member
257908585216,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
255279101968,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Silver Member
256620361113,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
256940991107,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
256602267891,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
256621731710,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Gold Member
256598475043,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
256609781756,,2019-03-19 15:37:28 +0530,Female,Maharashtra,Blue Member
243555327379,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
256607452527,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
255238075516,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
256611751540,,2019-03-19 15:37:28 +0530,Male,Maharashtra,Blue Member
256946926040,,2019-03-19 15:37:29 +0530,Female,Maharashtra,Blue Member
211132078781,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
259232631381,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256205228577,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256573946133,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
255276814914,,2019-03-19 15:37:29 +0530,Female,Maharashtra,Blue Member
260965126654,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256597344032,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256591890545,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256620738979,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
259210568280,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
258502827092,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256604653639,,2019-03-19 15:37:29 +0530,Female,Maharashtra,Blue Member
256598732450,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256605329230,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256602083178,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256606799251,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256623488874,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256586332850,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
259471303480,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Silver Member
256957589589,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
250693527234,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256594097197,,2019-03-19 15:37:29 +0530,Male,Maharashtra,Blue Member
256603681576,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
259486608840,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
256960567756,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
256937214303,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
256961714288,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
256589553425,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
256608405489,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
256955943582,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
256960407892,,2019-03-19 15:37:30 +0530,Female,Maharashtra,Blue Member
258491033290,,2019-03-19 15:37:30 +0530,Male,Maharashtra,Blue Member
